id,name,label,wiki_url,alma_mater,birth_date,birth_place,children,death_date,education,nationality,occupation,spouse
997,Samuel Dexter,Person,https://vi.wikipedia.org/wiki/Samuel_Dexter,"Đại học Harvard , Harvard College","(; 1761-05-14; ); 14 tháng 5, 1761; Boston; ,; Massachusetts; ,; Hoa Kỳ",,Samuel W. Dexter,"4 tháng 5, 1816; (1816-05-04); (54 tuổi); Boston; ,; Massachusetts; ,; Hoa Kỳ",,,,
998,Sarvepalli Radhakrishnan,Person,https://vi.wikipedia.org/wiki/Sarvepalli_Radhakrishnan,Đại học Madras,"5 tháng 9; năm; 1888; Ngôi làng gần; Thiruttani; ,; Quận Chittoor; ,; Tỉnh Madras; ,; Ấn Độ thuộc Anh",,năm con gái; 1 con trai,"17 tháng 4; năm; 1975; (86 tuổi); Madras; ,; Tamil Nadu; ,; Ấn Độ",,,,
999,Sauli Niinistö,Person,https://vi.wikipedia.org/wiki/Sauli_Niinist%C3%B6,Đại học Turku,"Sauli Väinämö Niinistö; 24 tháng 8, 1948; (77 tuổi); Salo; ,; Phần Lan",,,,,,,
1000,Sandro Pertini,Person,https://vi.wikipedia.org/wiki/Sandro_Pertini,Đại học Genoa,"25 tháng 9; năm; 1896; Stella; ,; Vương quốc Ý",,,"24 tháng 2; năm; 1990; (93 tuổi); Rome; ,; Ý",,,,
1002,Sellapan Ramanathan,Person,https://vi.wikipedia.org/wiki/Sellapan_Ramanathan,Đại học Malaya,"3 tháng 7; năm; 1924; Singapore,; Các khu định cư Eo biển",,Juthika Ramanathan; Osith Ramanathan,"22 tháng 8; năm; 2016; (92 tuổi); Bệnh viện Tổng hợp Singapore; ,; Singapore",,,,
1006,Sergio Osmeña,Person,https://vi.wikipedia.org/wiki/Sergio_Osme%C3%B1a,Đại học San Carlos; Đại học San Juan de Letran; Đại học Santo Tomas,"Sergio Osmeña, Sr.; 9 tháng 9; năm; 1878; Cebu City; ,; Cebu; ,; Tổng uý Philippines",,,"19 tháng 10; năm; 1961; (83 tuổi); Thành phố Quezon; ,; Philippines",,,"Luật sư , Binh sĩ",
1007,Sebastian Kurz,Person,https://vi.wikipedia.org/wiki/Sebastian_Kurz,Đại học Viên,"27 tháng 8, 1986; (39 tuổi); Viên; ,; Áo",,,,,,,
1008,Roy Cooper,Person,https://vi.wikipedia.org/wiki/Roy_Cooper,"Đại học North Carolina tại Chapel Hill (BA, JD)","tháng 6, 1957 (68 tuổi); Nashville; ,; Nash, North Carolina; ,; Hoa Kỳ",,"Hilary, Claire, Natalie",,"Cử nhân Nghệ thuật, Tiến sĩ Luật",Hoa Kỳ,"Luật gia, Chính trị gia",
1009,Seni Pramoj,Person,https://vi.wikipedia.org/wiki/Seni_Pramoj,"Worcester College, Oxford","(; 1905-05-26; ); 26 tháng 5 năm 1905; Nakhon Sawan; ,; Xiêm",,3,"28 tháng 7 năm 1997; (1997-07-28); (92 tuổi); Bệnh viện Bangkok; ,; Huai Khwang; ,; Bangkok; ,; Thái Lan",,Thai,,
1010,Sarah Palin,Person,https://vi.wikipedia.org/wiki/Sarah_Palin,Đại học Idaho,"11 tháng 2, 1964; (61 tuổi); Sandpoint, Idaho; ,; Hoa Kỳ",,"Track, Bristol, Willow, Piper, Trig",,,,,
1011,Satō Eisaku,Person,https://vi.wikipedia.org/wiki/Sat%C5%8D_Eisaku,Đại học Tokyo,"27 tháng 3; năm; 1901; Tabuse, Yamaguchi; ,; Đế quốc Nhật Bản",,2,"3 tháng 6; năm; 1975; (74 tuổi); Tokyo; ,; Nhật Bản",,,,
1012,Sergio Mattarella,Person,https://vi.wikipedia.org/wiki/Sergio_Mattarella,Đại học Sapienza,"23 tháng 7, 1941; (84 tuổi); Palermo; ,; Vương quốc Ý",,3,,,,,
1013,Shankar Dayal Sharma,Person,https://vi.wikipedia.org/wiki/Shankar_Dayal_Sharma,Đại học Lucknow; Đại học Cambridge; Lincoln's Inn; Đại học Harvard,"19 tháng 8; năm; 1918; Bhopal; ,; Quốc gia Bhopal; ,; Ấn Độ thuộc Anh; (nay là; Madhya Pradesh; , Ấn Độ)",,"hai con trai, một con gái","26 tháng 12; năm; 1999; (81 tuổi); New Delhi; ,; Ấn Độ",,,,
1015,Sheikh Hasina,Person,https://vi.wikipedia.org/wiki/Sheikh_Hasina,Đại học Eden Mohila; Đại học Dhaka,"28 tháng 9; năm; 1947; (78 tuổi); Tungipara, Quận Gopalganj, Đông Bengal",,2,,,,,
1016,Somchai Wongsawat,Person,https://vi.wikipedia.org/wiki/Somchai_Wongsawat,Đại học Thammasat; Viện Quản lý Phát triển Quốc gia,"31 tháng 8, 1947; (78 tuổi); Chawang; ,; Nakhon Si Thammarat; ,; Thái Lan",,,,,,,
1017,Shindō Yoshitaka,Person,https://vi.wikipedia.org/wiki/Shind%C5%8D_Yoshitaka,Đại học Meiji,"20 tháng 1, 1958; (67 tuổi); Kawaguchi; ,; Nhật Bản",,,,,,,
1019,Slobodan Milošević,Person,https://vi.wikipedia.org/wiki/Slobodan_Milo%C5%A1evi%C4%87,Đại học Beograd,"(; 1941-08-20; ); 20 tháng 8, 1941; Požarevac; ,; Serbia",,Marko và Marija,"11 tháng 3, 2006; (2006-03-11); (64 tuổi); The Hague; ,; Hà Lan",,,,
1022,Sigmar Gabriel,Person,https://vi.wikipedia.org/wiki/Sigmar_Gabriel,Đại học Göttingen,"Sigmar Hartmut Gabriel; 12 tháng 9, 1959; (66 tuổi); Goslar; ,; Tây Đức; (nay là; Đức; )",,,,,,,
1023,Sorin Grindeanu,Person,https://vi.wikipedia.org/wiki/Sorin_Grindeanu,Đại học Tây Timișoara,"5 tháng 12, 1973; (51 tuổi); Caransebeș; ,; Romania",,2,,,,,
1024,Shimon Peres,Person,https://vi.wikipedia.org/wiki/Shimon_Peres,The New School; Đại học New York; Đại học Harvard,"Szymon Perski; 2 tháng 8; năm; 1923; Wiszniew; ,; Ba Lan",,Zvia; Yoni; Chemi,"28 tháng 9; năm; 2016; (93 tuổi); Trung tâm Y tế Sheba; ,; Tel HaShomer; ,; Ramat Gan; ,; Israel",,,,
1025,Sergey Viktorovich Lavrov,Person,https://vi.wikipedia.org/wiki/Sergey_Viktorovich_Lavrov,Học viện Quan hệ Quốc tế Moscow,"21 tháng 3, 1950; (75 tuổi); Moskva; ,; Liên Xô; (nay thuộc; Liên bang Nga; )",,,,,,,
1026,Silvio Berlusconi,Person,https://vi.wikipedia.org/wiki/Silvio_Berlusconi,Đại học Milano,"(; 1936-09-29; ); 29 tháng 9 năm 1936; Milano; ,; Vương quốc Ý",,Mariana; Pier Silvio; Barbara; Eleonora; Luigi,"12 tháng 6 năm 2023; (2023-06-12); (86 tuổi); Milano, Ý",,,Nhà sáng lập và chủ sở hữu; Fininvest; Chủ tịch; A.C. Monza,
1027,Stefan Löfven,Person,https://vi.wikipedia.org/wiki/Stefan_L%C3%B6fven,Đại học Umeå,"21 tháng 7; năm; 1957; (68 tuổi); Stockholm; ,; Thụy Điển",,,,,,,
1030,Spencer Cox,Person,https://vi.wikipedia.org/wiki/Spencer_Cox,Snow College; Đại học Bang Utah; (BA); Đại học Washington and Lee; (JD),"tháng 7, 1975 (50 tuổi); Mount Pleasant; ,; Sanpete, Utah; ,; Hoa Kỳ",,4,,"Cử nhân Nghệ thuật, Tiến sĩ Luật",Hoa Kỳ,"Luật gia, Chính trị gia",
1031,Srettha Thavisin,Person,https://vi.wikipedia.org/wiki/Srettha_Thavisin,Đại học Chulalongkorn; Đại học Massachusetts; Đại học Claremont Graduate,"15 tháng 2, 1962; (63 tuổi); Băng Cốc; ,; Thái Lan",,3,,,,,
1032,Stanley Bruce,Person,https://vi.wikipedia.org/wiki/Stanley_Bruce,"Trinity Hall, Cambridge","Stanley Melbourne Bruce; 15 tháng 4; năm; 1883; St Kilda, Victoria; ,; Đế quốc Anh",,,"25 tháng 8; năm; 1967; (84 tuổi); Luân Đôn; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",Trường Ngữ pháp Melbourne,,"Luật sư; (; Ashurst, Morris, Crisp & Co.; )",
1033,Spencer Perceval,Person,https://vi.wikipedia.org/wiki/Spencer_Perceval,"Đại học Trinity, Cambridge","1 tháng 11; năm; 1762; Mayfair; ,; Middlesex; ,; Vương quốc Anh",,"13, bao gồm Spencer và John","11 tháng 5; năm; 1812; (49 tuổi); Westminster; ,; Middlesex; ,; Vương quốc Liên hiệp Anh và Ireland",,,,
1034,Stephen A. Douglas,Person,https://vi.wikipedia.org/wiki/Stephen_A._Douglas,Học viện Canandaigua,"Stephen Arnold Douglass; 23 tháng 4 năm 1813; Brandon, Vermont; Hoa Kỳ",,"Robert M. Douglas; Stephen Arnold Douglas, Jr; Ellen Douglas",3 tháng 6 năm 1861 (48 tuổi); Chicago; Illinois; Hoa Kỳ,,,"Chính khách , Luật sư",
1036,Ronald Reagan,Person,https://vi.wikipedia.org/wiki/Ronald_Reagan,Đại học Eureka ( BA ),"Ronald Wilson Reagan; (; 1911-02-06; ); 6 tháng 2 năm 1911; Tampico, Illinois; , Hoa Kỳ",,Maureen Christine Michael Patti Ron,"5 tháng 6 năm 2004; (2004-06-05); (93 tuổi); Los Angeles, California; , Hoa Kỳ",,,Chính trị gia Công đoàn viên Diễn viên Tác giả Phát thanh viên,
1037,Sukarno,Person,https://vi.wikipedia.org/wiki/Sukarno,Học viện Công nghệ Bandung,"1 tháng 6; năm; 1901; Surabaya; ,; Đông Java; ,; Đông Ấn thuộc Hà Lan",,Từ Inggit Ratna Juami (con nuôi) Kartika (con nuôi) Với Fatmawati Guntur Soekarnoputra Megawati Soekarnoputri Rachmawati Soekarnoputri Sukmawati Soekarnoputri Guruh Sukarnoputra Với Hartini Taufan Soekarnoputra Bayu Soekarnoputra Với Ratna Karina Kartika Sari Dewi Soekarno Với Haryati Ayu Gembirowati Với Kartini M Totok Suryawan Soekarnoputra,"21 tháng 6; năm; 1970; (69 tuổi); Jakarta; , Indonesia",,,,
1038,Suthep Thaugsuban,Person,https://vi.wikipedia.org/wiki/Suthep_Thaugsuban,"Đại học Chiang Mai; ,; Đại Học Middle Tennessee","7 tháng 7, 1949; (76 tuổi); Tỉnh Surat Thani; ,; Thái Lan",,,,,Thai,,
1039,Sébastien Lecornu,Person,https://vi.wikipedia.org/wiki/S%C3%A9bastien_Lecornu,Đại học Panthéon-Assas,"11 tháng 6, 1986; (39 tuổi); Eaubonne; , Pháp",,,,,,,
1040,Surayud Chulanont,Person,https://vi.wikipedia.org/wiki/Surayud_Chulanont,Học viện Quân sự Hoàng gia Chulachomklao Trường Quốc phòng Quốc gia Thái Lan,"28 tháng 8, 1943; (82 tuổi); Prachinburi; ,; Thái Lan",,,,,,,
1043,T. Keith Glennan,Person,https://vi.wikipedia.org/wiki/T._Keith_Glennan,Đại học Wisconsin-Eau Claire ; Đại học Yale,"(; 1905-09-08; ); 8 tháng 9, 1905; Enderlin; ,; Bắc Dakota",,,"11 tháng 4, 1995; (1995-04-11); (89 tuổi); Mitchellville, Maryland",,Hoa Kỳ,Tổng quản lý NASA ; Nhà khoa học,
1045,Süleyman Demirel,Person,https://vi.wikipedia.org/wiki/S%C3%BCleyman_Demirel,Đại học Kỹ thuật Istanbul,"Süleyman Gündoğdu Demirel; 1 tháng 11; năm; 1924; İslamköy,; Atabey; ,; Thổ Nhĩ Kỳ",,,"17 tháng 6; năm; 2015; (90 tuổi); Ankara; ,; Thổ Nhĩ Kỳ",,,,
1046,Steven Chu,Person,https://vi.wikipedia.org/wiki/Steven_Chu,"Đại học Rochester; Đại học California, Berkeley","28 tháng 2, 1948; (77 tuổi); St. Louis; ,; Missouri",,,,,,,
1047,T. S. Eliot,Person,https://vi.wikipedia.org/wiki/T._S._Eliot,Đại học Harvard,,,,,A.B. triết học,,"Nhà thơ, nhà viết kịch, phê bình văn học",
1048,Tage Erlander,Person,https://vi.wikipedia.org/wiki/Tage_Erlander,Đại học Lund,"13 tháng 6; năm; 1901; Ransäter; ,; Hạt Värmland; ,; Thụy Điển",,,"21 tháng 6; năm; 1985; (84 tuổi); Huddinge; ,; Hạt Stockholm; ,; Thụy Điển",,,,
1049,Tanigaki Sadakazu,Person,https://vi.wikipedia.org/wiki/Tanigaki_Sadakazu,Đại học Tokyo,"7 tháng 3, 1945; (80 tuổi); Fukuchiyama, Kyoto; , Nhật Bản",,,,,,,
1050,Tanaka Giichi,Person,https://vi.wikipedia.org/wiki/Tanaka_Giichi,Học viện Lục quân Đế quốc Nhật Bản; Đại học Chiến tranh Lục quân,"22 tháng 6; năm; 1864; Hagi; ,; Lãnh thổ Chōshū",,,"29 tháng 9; năm; 1929; (65 tuổi); Tokyo; ,; Đế quốc Nhật Bản",,,,
1051,Tarja Halonen,Person,https://vi.wikipedia.org/wiki/Tarja_Halonen,Đại học Helsinki,"Tarja Kaarina Halonen; 24 tháng 12, 1943; (81 tuổi); Helsinki; ,; Phần Lan",,một con gái,,,,,
1053,Ted Cruz,Person,https://vi.wikipedia.org/wiki/Ted_Cruz,"Đại học Princeton; (; A.B.; , 1992); Đại học Luật Harvard; (; J.D.; , 1995)","Rafael Edward Cruz; 22 tháng 12, 1970; (54 tuổi); Calgary; , Canada",,2,,,,,
1054,Teuvo Aura,Person,https://vi.wikipedia.org/wiki/Teuvo_Aura,Đại học Helsinki,"28 tháng 12; năm; 1912; Ruskeala; ,; Đại Công quốc Phần Lan",,,"11 tháng 1; năm; 1999; (87 tuổi); Helsinki; ,; Phần Lan",,,,
1055,Takeshita Noboru,Person,https://vi.wikipedia.org/wiki/Takeshita_Noboru,Đại học Waseda,"26 tháng 2; năm; 1924; Kakeyama, Shimane; ,; Đế quốc Nhật Bản",,,"19 tháng 6; năm; 2000; (76 tuổi); Minato, Tokyo; ,; Nhật Bản",,,,
1056,Thabo Mbeki,Person,https://vi.wikipedia.org/wiki/Thabo_Mbeki,University of London; University of Sussex,"18 tháng 6, 1942; (83 tuổi); Mbewuleni; , Eastern Cape,; Nam Phi; [; 1; ]",,Monwabise Kwanda [ 2 ],,,Nam Phi,,
1057,Takaichi Sanae,Person,https://vi.wikipedia.org/wiki/Takaichi_Sanae,Đại học Kobe,"7 tháng 3, 1961; (64 tuổi); Yamatokōriyama, Nara; , Nhật Bản",,,,,,,
1058,Suga Yoshihide,Person,https://vi.wikipedia.org/wiki/Suga_Yoshihide,Đại học Hosei,"6 tháng 12, 1948; (76 tuổi); Yuzawa, Akita; ,; Nhật Bản",,,,,,,
1060,Steve Sisolak,Person,https://vi.wikipedia.org/wiki/Steve_Sisolak,"Đại học Wisconsin – Milwaukee; (BS); Đại học Nevada, Las Vegas; (MBA)","tháng 12, 1953 (71 tuổi); Milwaukee; ,; Wisconsin; ,; Hoa Kỳ",,2,,Thạc sĩ Quản trị kinh doanh,Hoa Kỳ,"Doanh nhân, Chính trị gia",
1061,Tate Reeves,Person,https://vi.wikipedia.org/wiki/Tate_Reeves,Trường Millsaps (BA),"tháng 6, 1974 (51 tuổi); Rankin; ,; Mississippi; ,; Hoa Kỳ",,3,,Cử nhân Nghệ thuật,Hoa Kỳ,"Nhà phân tích tài chính, Chính trị gia",
1064,Theodor Heuss,Person,https://vi.wikipedia.org/wiki/Theodor_Heuss,Đại học Ludwig Maximilian Munich,"31 tháng 1; năm; 1884; Brackenheim; ,; Vương quốc Württemberg; ,; Đế quốc Đức",,1,"12 tháng 12; năm; 1963; (79 tuổi); Stuttgart; ,; Baden-Württemberg; ,; Tây Đức",,,,
1065,Theresa May,Person,https://vi.wikipedia.org/wiki/Theresa_May,"St Hugh's College, Oxford","Theresa Mary Brasier; 1 tháng 10, 1956; (69 tuổi); Eastbourne; ,; Anh; , UK",,,,,,,
1067,Thaksin Shinawatra,Person,https://vi.wikipedia.org/wiki/Thaksin_Shinawatra,Royal Police Cadet Academy; Eastern Kentucky University; Sam Houston State University; (; Ph.D.; ),"26 tháng 7, 1949; (76 tuổi); Chiang Mai; ,; Thái Lan",,Panthongtae Shinawatra; Pintongtha Shinawatra; Paetongtarn Shinawatra,,,,,
1069,Thomas Hardy,Person,https://vi.wikipedia.org/wiki/Thomas_Hardy,Đại học Nhà vua Luân Đôn,"(; 1840-06-02; ); 2 tháng 6 năm 1840; Stinsford; ,; Dorset; ,; Anh",,,"11 tháng 1 năm 1928; (1928-01-11); (87 tuổi); Dorchester, Dorset; , Anh",,,Tiểu thuyết gia nhà thơ nhà văn viết truyện ngắn,
1071,Thái Danh Chiếu,Person,https://vi.wikipedia.org/wiki/Th%C3%A1i_Danh_Chi%E1%BA%BFu,Đại học Sư phạm Nam Kinh,"tháng 6, 1955 (70 tuổi); Nhật Chiếu; , tỉnh; Sơn Đông",,,,,,,
1076,Thận Hải Hùng,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%ADn_H%E1%BA%A3i_H%C3%B9ng,Đại học Hàng Châu; Đại học Giao thông Thượng Hải,"4 tháng 4, 1967 (58 tuổi)",,,,Thạc sĩ Quản trị kinh doanh,Trung Quốc,Nhà báo; Chính trị gia,
1077,Thẩm Dược Dược,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%A9m_D%C6%B0%E1%BB%A3c_D%C6%B0%E1%BB%A3c,Trường Sư phạm chuyên nghiệp Ninh Ba; Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,"tháng 1, 1957 (68 tuổi); Ninh Ba; , tỉnh; Chiết Giang",,,,,,,
1078,Thái Anh Văn,Person,https://vi.wikipedia.org/wiki/Th%C3%A1i_Anh_V%C4%83n,Đại học quốc lập Đài Loan; Đại học Cornell; Đại học London,"31 tháng 8, 1956; (69 tuổi); Đài Bắc; ,; Đài Loan",,,,,,,
1079,Thaddeus Stevens,Person,https://vi.wikipedia.org/wiki/Thaddeus_Stevens,Đại học Vermont,"(; 1792-04-04; ); 4 tháng 4, 1792; Danville, Vermont; , Hoa Kỳ",,,"11 tháng 8, 1868; (1868-08-11); (76 tuổi); Washington, D.C.; , Hoa Kỳ",Đại học Dartmouth,,,
1080,Theodore Roosevelt,Person,https://vi.wikipedia.org/wiki/Theodore_Roosevelt,Đại học Harvard; Trường Luật Columbia,"Theodore Roosevelt Jr.; (; 1858-10-27; ); 27 tháng 10, 1858; Thành phố New York; ,; New York; ,; Hoa Kỳ",,Alice Roosevelt Longworth; Theodore Roosevelt Jr.; Kermit Roosevelt; Ethel Roosevelt Derby; Archibald Roosevelt; Quentin Roosevelt,"6 tháng 1, 1919; (1919-01-06); (60 tuổi); Oyster Bay; ,; New York; ,; Hoa Kỳ",,,"Tác giả, Người bảo vệ môi trường; Nhà thám hiểm, Sử gia, Nhà nghiên cứu vạn vật học; Chính trị gia, Sĩ quan quân đội",
1081,Thạch Thái Phong,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%A1ch_Th%C3%A1i_Phong,Đại học Bắc Kinh,"tháng 9, 1956 (69 tuổi)",,,,,Trung Quốc,Chính trị gia,
1082,Thái Kỳ,Person,https://vi.wikipedia.org/wiki/Th%C3%A1i_K%E1%BB%B3,Đại học Sư phạm Phúc Kiến; Trường Đảng Trung ương,"5 tháng 12, 1955; (69 tuổi); Vưu Khê; ,; Tam Minh; ,; Phúc Kiến; ,; Trung Quốc",,,,Cử nhân Giáo dục chính trị; Tiến sĩ Kinh tế học,Trung Quốc,Chính trị gia,
1083,Thomas Jefferson,Person,https://vi.wikipedia.org/wiki/Thomas_Jefferson,Đại học William và Mary,"13 tháng 4; năm; 1743; Shadwell; ,; Virginia; ,; Bắc Mỹ thuộc Anh",,"6, bao gồm Martha Jefferson Randolph và Mary Jefferson Eppes","4 tháng 7; năm; 1826; (83 tuổi); Charlottesville; ,; Virginia; ,; Hoa Kỳ",,,,
1084,Tony Abbott,Person,https://vi.wikipedia.org/wiki/Tony_Abbott,"University of Sydney Queen's College, Oxford St Patrick's Seminary , Manly","Anthony John Abbott; 4 tháng 11; năm; 1957; (59 tuổi); London; ,; Vương quốc Liên hiệp Anh và Bắc Ireland",,3,,St Aloysius' College; Saint Ignatius' College,,"Chính trị gia , Nhà báo",
1085,Traian Băsescu,Person,https://vi.wikipedia.org/wiki/Traian_B%C4%83sescu,Học viện Hải quân Mircea cel Bătrân,"4 tháng 11, 1951; (73 tuổi); Murfatlar; ,; Romania",,,,,,,
1086,Tiêu Á Khánh,Person,https://vi.wikipedia.org/wiki/Ti%C3%AAu_%C3%81_Kh%C3%A1nh,Đại học Trung Nam,"tháng 9, 1959 (66 tuổi); Tân Lạc, Thạch Gia Trang; ,; Hà Bắc",,,,"Giáo sư cao cấp Công trình sư, Tiến sĩ Vật liệu học",,Kinh tế và Chính trị,
1088,Triệu Hồng Chúc,Person,https://vi.wikipedia.org/wiki/Tri%E1%BB%87u_H%E1%BB%93ng_Ch%C3%BAc,Trường Đảng Trung ương,"tháng 7, 1947 (78 tuổi); huyện; Ninh Thành; ,; Nội Mông Cổ",,,,,,,
1089,Tim Walz,Person,https://vi.wikipedia.org/wiki/Tim_Walz,Trường Chadron (BS); Đại học Bang Minnesota; (MS),"tháng 4, 1964 (61 tuổi); West Point; ,; Cuming, Nebraska; ,; Hoa Kỳ",,2,,Thạc sĩ Khoa học,Hoa Kỳ,Chính trị gia,
1090,Toomas Hendrik Ilves,Person,https://vi.wikipedia.org/wiki/Toomas_Hendrik_Ilves,Đại học Columbia; Đại học Pennsylvania,"26 tháng 12, 1953; (71 tuổi); Stockholm; ,; Thụy Điển",,"Juulia Kristiine Ilves , Kadri Keiu Ilves , Luukas Ilves [ 1 ] [ 2 ]",,,,,
1091,Tony Evers,Person,https://vi.wikipedia.org/wiki/Tony_Evers,"Đại học Wisconsin – Madison (BA, MA, PhD)","tháng 11, 1951 (73 tuổi); Plymouth; ,; Sheboygan, Wisconsin; ,; Hoa Kỳ",,3,,"Cử nhân Nghệ thuật, Tiến sĩ Luật",Hoa Kỳ,Nhà giáo dục; Chính trị gia,
1093,Trương Chí Hiền,Person,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_Ch%C3%AD_Hi%E1%BB%81n,UMIST; Học viện Đế quốc Luân Đôn; Đại học Harvard,"27 tháng 12, 1954; (70 tuổi); Singapore",,2,,,,,
1094,Triệu Lạc Tế,Person,https://vi.wikipedia.org/wiki/Tri%E1%BB%87u_L%E1%BA%A1c_T%E1%BA%BF,Đại học Bắc Kinh; Trường Đảng Trung ương,"8 tháng 3, 1957; (68 tuổi); Tây Ninh, Thanh Hải; ,; Trung Quốc",,,,,Trung Quốc,Chính trị gia,
1095,Triệu Khắc Chí,Person,https://vi.wikipedia.org/wiki/Tri%E1%BB%87u_Kh%E1%BA%AFc_Ch%C3%AD,Trường Đảng Trung ương,"tháng 12, 1953 (71 tuổi); huyện Lai Tây, tỉnh Sơn Đông (nay là thành phố cấp huyện; Lai Tây; , tỉnh; Sơn Đông; )",,,,,,,
1096,Trương Quân,Person,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_Qu%C3%A2n,Đại học Cát Lâm; Đại học Nhân dân Trung Quốc; Đại học Vũ Hán; Trường Đảng Trung ương,"tháng 10, 1956 (68–69 tuổi); Bác Hưng; ,; Tân Châu, Sơn Đông; ,; Trung Quốc",,,,Tiến sĩ Luật học,Trung Quốc,Chính trị gia,
1098,Trương Đức Giang,Person,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_%C4%90%E1%BB%A9c_Giang,Đại học Diên Biên; Đại học Tổng hợp Kim Nhật Thành,"4 tháng 11, 1946; (78 tuổi); Đài An; , tỉnh; Liêu Ninh",,,,,,,
1099,Tim Kaine,Person,https://vi.wikipedia.org/wiki/Tim_Kaine,Đại học Missouri-Columbia; Đại học Harvard,"Timothy Michael Kaine; 26 tháng 2, 1958; (67 tuổi); Saint Paul, Minnesota; ,; Hoa Kỳ; .",,Nat; Woody; Annella,,,,,
1100,Trần Khánh Viêm,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Kh%C3%A1nh_Vi%C3%AAm,Đại học Quốc gia Singapore; Học viện Công nghệ Massachusetts; Đại học Adelaide,"Tony Tan Keng Yam; 7 tháng 2; năm; 1940; (85 tuổi); Singapore; ,; Các khu định cư Eo biển",,ba con trai; 1 con gái,,,,,
1101,Trần Phùng Phú Trân,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Ph%C3%B9ng_Ph%C3%BA_Tr%C3%A2n,Đại học Giáo dục Hồng Kông; Đại học Tây Ontario; Đại học Quốc gia Singapore; Trường Kinh doanh Harvard,"21 tháng 8, 1947; (78 tuổi); Hồng Kông thuộc Anh",,,,,Hồng Kông; Canada; [; 1; ],,
1102,Trần Lệ Xuân,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_L%E1%BB%87_Xu%C3%A2n,Trường Trung học Albert Sarraut,"(; 1924-08-22; ); 22 tháng 8 năm 1924; Hà Nội; ,; Bắc Kỳ; ,; Liên bang Đông Dương",,Ngô Đình Trác Ngô Đình Quỳnh Ngô Đình Lệ Thủy Ngô Đình Lệ Quyên,"24 tháng 4 năm 2011; (2011-04-24); (86 tuổi); Roma; ,; Ý",,,,
1103,Trần Nhất Tân,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Nh%E1%BA%A5t_T%C3%A2n,Trường Sư phạm Lệ Thủy; Trường Đảng Chiết Giang; Trường Đảng Trung ương,"tháng 9, 1959 (66 tuổi); Thái Thuận, Ôn Châu; ,; Chiết Giang; ,; Trung Quốc",,,,Cử nhân Vật lý; Nghiên cứu viên,Trung Quốc,Chuyên gia chính sách công; Chính trị gia,
1104,Thầm Di Cầm,Person,https://vi.wikipedia.org/wiki/Th%E1%BA%A7m_Di_C%E1%BA%A7m,Đại học Quý Châu; Trường Đảng Trung ương,"tháng 12, 1959 (65 tuổi); Chức Kim; ,; Tất Tiết; ,; Quý Châu; ,; Trung Quốc",,,,Cử nhân Lịch sử; Nghiên cứu sinh khoa học xã hội,Trung Quốc,Chính trị gia,
1105,Trần Độc Tú,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_%C4%90%E1%BB%99c_T%C3%BA,Waseda,"(; 1879-10-08; ); 8 tháng 10, 1879; huyện; Hoài Ninh; ,; Địa cấp thị; An Khánh; ,; tỉnh; An Huy; ,; Đại Thanh",,,"27 tháng 5 năm 1942; (1942-05-27); (62 tuổi); Khu; Giang Tân; ,; địa hạt thị; Trùng Khánh; ,; Tứ Xuyên",,,,
1106,Trần Mẫn Nhĩ,Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_M%E1%BA%ABn_Nh%C4%A9,Đại học Sư phạm Thiệu Hưng; Trường Đảng Trung ương,"29 tháng 9, 1960; (65 tuổi); Chư Kỵ; ,; Thiệu Hưng; ,; Chiết Giang; ,; Trung Quốc",,,,Cử nhân Trung văn; Thạc sĩ Luật học,Trung Quốc,Chính trị gia,
1107,Tom Wolf,Person,https://vi.wikipedia.org/wiki/Tom_Wolf,Đại học Dartmouth; (BA); Đại học London; (MPhil); Viện Công nghệ Massachusetts; (PhD),"tháng 1, 1948 (77 tuổi); Mount Wolf; ,; York; ,; Pennsylvania; ,; Hoa Kỳ",,"Sarah Wolf, Katie Wolf",,"Cử nhân Nghệ thuật, Tiến sĩ Khoa học chính trị",Hoa Kỳ,Doanh nhân; Chính trị gia,
1108,Trần Văn Thanh (chính khách Trung Quốc),Person,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_V%C4%83n_Thanh_%28ch%C3%ADnh_kh%C3%A1ch_Trung_Qu%E1%BB%91c%29,Học viện Chính Pháp Tây Nam; Đại học Tứ Xuyên,"tháng 1, 1960 (65 tuổi); Nhân Thọ; ,; Tứ Xuyên; ,; Trung Quốc",,,,Cử nhân Pháp luật,Trung Quốc,Chính trị gia,
